"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset"
50036,"animals",4,"chicken",3.8703,0.4,0,"LEA"
50036,"animals",5,"horse",5.4703,1.6,0,"LEA"
50036,"animals",6,"cow",7.2703,1.8,0,"LEA"
50036,"animals",7,"eagle",10.8703,3.6,1,"LEA"
50036,"animals",8,"bird",12.7703,1.9,0,"LEA"
50036,"animals",9,"robin",13.4703,0.699999999999999,0,"LEA"
50036,"animals",10,"penguin",15.1703,1.7,0,"LEA"
50036,"animals",11,"pelican",16.7703,1.6,0,"LEA"
50036,"animals",12,"seagull",18.2703,1.5,0,"LEA"
50036,"animals",13,"hummingbird",19.7703,1.5,0,"LEA"
50036,"animals",14,"flamingo",21.7703,2,0,"LEA"
50036,"animals",15,"hawk",23.9703,2.2,0,"LEA"
50036,"animals",16,"falcon",24.8703,0.899999999999999,0,"LEA"
50036,"animals",17,"capybara",27.7703,2.9,1,"LEA"
50036,"animals",18,"elephant",29.9703,2.2,1,"LEA"
50036,"animals",19,"giraffe",30.4703,0.5,0,"LEA"
50036,"animals",20,"lion",31.1703,0.699999999999999,0,"LEA"
50036,"animals",21,"cheetah",31.7703,0.599999999999998,0,"LEA"
50036,"animals",22,"warthog",33.7703,2,0,"LEA"
50036,"animals",23,"mosquito",35.6703,1.9,1,"LEA"
50036,"animals",24,"muskrat",36.6703,1,1,"LEA"
50036,"animals",25,"meerkat",37.4703,0.800000000000004,1,"LEA"
50036,"animals",26,"ant",39.4703,2,1,"LEA"
50036,"animals",27,"butterfly",41.4703,2,0,"LEA"
50036,"animals",28,"antlion",45.3703,3.9,0,"LEA"
50036,"animals",29,"grasshopper",47.9703,2.6,0,"LEA"
50036,"animals",30,"cricket",48.5703,0.600000000000001,0,"LEA"
50036,"animals",31,"praying_mantis",50.7703,2.2,0,"LEA"
50036,"animals",32,"monkey",59.3703,8.6,1,"LEA"
50036,"animals",33,"chimpanzee",60.6703,1.3,0,"LEA"
50036,"animals",34,"orangutan",61.4703,0.800000000000004,0,"LEA"
50036,"animals",35,"gorilla",62.2703,0.799999999999997,0,"LEA"
50036,"animals",36,"lemur",65.1703,2.9,0,"LEA"
50036,"animals",37,"ring_tailed_lemur",66.5703,1.40000000000001,0,"LEA"
50036,"animals",38,"opossum",67.6703,1.09999999999999,1,"LEA"
50036,"animals",39,"raccoon",71.1703,3.5,1,"LEA"
50036,"animals",40,"red_panda",72.2703,1.10000000000001,0,"LEA"
50036,"animals",41,"panda",73.0703,0.799999999999997,0,"LEA"
50036,"animals",42,"tiger",75.1703,2.09999999999999,1,"LEA"
50036,"animals",43,"panther",78.0703,2.90000000000001,0,"LEA"
50036,"animals",44,"jaguar",80.3703,2.3,0,"LEA"
50036,"animals",45,"lynx",84.6703,4.3,0,"LEA"
50036,"animals",46,"puma",86.2703,1.60000000000001,0,"LEA"
50036,"animals",47,"ox",89.6703,3.39999999999999,1,"LEA"
50036,"animals",48,"wildebeest",93.0703,3.40000000000001,0,"LEA"
50036,"animals",49,"bison",93.6703,0.599999999999994,0,"LEA"
50036,"animals",50,"lizard",97.4703,3.8,1,"LEA"
50036,"animals",51,"snake",98.2703,0.800000000000011,1,"LEA"
50036,"animals",52,"cobra",99.0703,0.799999999999997,0,"LEA"
50036,"animals",53,"python",100.9703,1.89999999999999,0,"LEA"
50036,"animals",54,"asp",101.7703,0.800000000000011,0,"LEA"
50036,"animals",55,"boa_constrictor",102.6703,0.899999999999991,0,"LEA"
50036,"animals",56,"grass_snake",108.2703,5.60000000000001,0,"LEA"
50036,"animals",57,"frog",115.7703,7.5,1,"LEA"
50036,"animals",58,"toad",116.9703,1.19999999999999,0,"LEA"
50036,"animals",59,"flea",120.2703,3.30000000000001,1,"LEA"
50036,"animals",60,"lice",123.7703,3.5,0,"LEA"
50036,"animals",61,"louse",124.8703,1.09999999999999,0,"LEA"
50036,"animals",62,"mouse",129.5703,4.7,1,"LEA"
50036,"animals",63,"rat",131.5703,2,0,"LEA"
50036,"animals",64,"guinea_pig",133.8703,2.29999999999998,0,"LEA"
50036,"animals",65,"rabbit",136.3703,2.5,0,"LEA"
50036,"animals",66,"hare",138.7703,2.40000000000001,0,"LEA"
50036,"animals",67,"fox",142.6703,3.90000000000001,1,"LEA"
50036,"animals",68,"wolf",143.5703,0.900000000000006,1,"LEA"
50036,"animals",69,"aardvark",147.6703,4.09999999999999,1,"LEA"
50036,"animals",70,"aardwolf",149.6703,2,0,"LEA"
50036,"animals",71,"wild_dog",152.6703,3,0,"LEA"
50036,"animals",72,"hyena",156.5703,3.90000000000001,0,"LEA"
50036,"animals",73,"elephant",160.6703,4.09999999999999,1,"LEA"
50036,"animals",74,"vulture",169.3703,8.69999999999999,1,"LEA"
50036,"animals",75,"raptor",173.3703,4,1,"LEA"
50036,"animals",76,"dinosaur",174.5703,1.20000000000002,0,"LEA"
50036,"animals",77,"fish",177.4703,2.90000000000001,1,"LEA"
50036,"animals",78,"dolphin",178.1703,0.699999999999989,0,"LEA"
50036,"animals",79,"whale",178.8703,0.699999999999989,0,"LEA"
198,"animals",1,"Dog",1.117647059,1.117647059,NA,"HJT"
198,"animals",2,"Cat",2.176470588,1.058823529,NA,"HJT"
198,"animals",3,"Mouse",6.176470588,4,NA,"HJT"
198,"animals",5,"Tiger",16.17647059,7.000000002,NA,"HJT"
198,"animals",6,"Lion",19.64705882,3.47058823,NA,"HJT"
198,"animals",7,"Bear",20.64705882,1,NA,"HJT"
198,"animals",8,"Cheetah",25.23529412,4.5882353,NA,"HJT"
198,"animals",9,"Skunk",38.17647059,12.94117647,NA,"HJT"
198,"animals",10,"Raccoon",39.23529412,1.05882353,NA,"HJT"
198,"animals",11,"Hamster",50.76470588,11.52941176,NA,"HJT"
198,"animals",12,"Elephant",53.76470588,3,NA,"HJT"
198,"animals",13,"Hippo",57.17647059,3.41176471,NA,"HJT"
198,"animals",14,"Alligator",61.29411765,4.11764706,NA,"HJT"
198,"animals",15,"Crocodile",65.29411765,4.00000000000001,NA,"HJT"
198,"animals",16,"Boa Constrictor",70.94117647,5.64705882,NA,"HJT"
198,"animals",17,"Viper",77.70588235,6.76470587999999,NA,"HJT"
198,"animals",18,"Rattlesnake",80.35294118,2.64705883000001,NA,"HJT"
198,"animals",20,"Opossum",110.2352941,22.88235292,NA,"HJT"
198,"animals",21,"Fox",120.1176471,9.882353,NA,"HJT"
198,"animals",22,"Deer",121.6470588,1.5294117,NA,"HJT"
198,"animals",23,"Bobcat",129.7058824,8.05882360000001,NA,"HJT"
198,"animals",25,"Bird",146.6470588,12.9411764,NA,"HJT"
198,"animals",26,"Beaver",159.7058824,13.0588236,NA,"HJT"
198,"animals",27,"Groundhog",163.2941176,3.58823519999999,NA,"HJT"
198,"animals",28,"Hyena",205.1764706,41.882353,NA,"HJT"
285,"animals",1,"Deer",2.308823529,2.308823529,NA,"HJT"
285,"animals",2,"Squirrel",5.955882353,3.647058824,NA,"HJT"
285,"animals",3,"Rabbit",8.632352941,2.676470588,NA,"HJT"
285,"animals",4,"Elk",12.64705882,4.014705879,NA,"HJT"
285,"animals",5,"Moose",13.97058824,1.32352942,NA,"HJT"
285,"animals",6,"Mule Deer",16.61764706,2.64705882,NA,"HJT"
285,"animals",7,"Whitetail Deer",23.58823529,6.97058823,NA,"HJT"
285,"animals",8,"Blacktail Deer",28.92647059,5.3382353,NA,"HJT"
285,"animals",9,"Grizzly Bear",36.26470588,7.33823529,NA,"HJT"
285,"animals",10,"Black Bear",39.27941176,3.01470588,NA,"HJT"
285,"animals",11,"Brown Bear",42.27941176,3,NA,"HJT"
285,"animals",12,"Kodiak Bear",46.94117647,4.66176471,NA,"HJT"
285,"animals",13,"Mountain Goat",52.60294118,5.66176471,NA,"HJT"
285,"animals",14,"Billy Goat",56.27941176,3.67647058,NA,"HJT"
285,"animals",15,"Wolf",62.30882353,6.02941177,NA,"HJT"
285,"animals",16,"Fox",65.64705882,3.33823529,NA,"HJT"
285,"animals",17,"Coyote",67.63235294,1.98529412000001,NA,"HJT"
285,"animals",18,"Dog",71.30882353,3.67647058999999,NA,"HJT"
285,"animals",19,"Cat",73.30882353,2,NA,"HJT"
285,"animals",20,"Rat",75.30882353,2,NA,"HJT"
285,"animals",21,"Mouse",77.97058824,2.66176471,NA,"HJT"
285,"animals",22,"Bird",80.30882353,2.33823529,NA,"HJT"
285,"animals",23,"Cardinal",82.95588235,2.64705882,NA,"HJT"
285,"animals",24,"Blue Jay",84.95588235,2,NA,"HJT"
285,"animals",25,"Robin",88.97058824,4.01470589,NA,"HJT"
285,"animals",26,"Black Bird",89.27941176,0.308823520000004,NA,"HJT"
285,"animals",27,"Crow",93.30882353,4.02941177,NA,"HJT"
285,"animals",28,"Turkey",96.63235294,3.32352941000001,NA,"HJT"
285,"animals",29,"Vulture",114.6323529,17.99999996,NA,"HJT"
285,"animals",30,"Eagle",117.9705882,3.33823529999999,NA,"HJT"
285,"animals",31,"Hawk",121.3088235,3.33823530000001,NA,"HJT"
285,"animals",32,"Mountain Lion",150.6029412,29.2941177,NA,"HJT"
285,"animals",33,"Elephant",154.9558824,4.3529412,NA,"HJT"
285,"animals",34,"Giraffe",164.6323529,9.67647049999999,NA,"HJT"
285,"animals",35,"Lion",169.3088235,4.67647059999999,NA,"HJT"
285,"animals",36,"Tiger",170.6323529,1.32352940000001,NA,"HJT"
285,"animals",37,"Zebra",175.9705882,5.33823530000001,NA,"HJT"
285,"animals",38,"Antelope",180.9558824,4.9852942,NA,"HJT"
288,"animals",1,"Cheetah",3.294117647,3.294117647,NA,"HJT"
288,"animals",2,"Lion",6.308823529,3.014705882,NA,"HJT"
288,"animals",3,"Deer",7.308823529,1,NA,"HJT"
288,"animals",4,"Parrot",10.63235294,3.323529411,NA,"HJT"
288,"animals",5,"Guinea Pig",13.27941176,2.64705882,NA,"HJT"
288,"animals",6,"Hamster",15.95588235,2.67647059,NA,"HJT"
288,"animals",7,"Squirrel",17.95588235,2,NA,"HJT"
288,"animals",8,"Chipmunk",21.95588235,4,NA,"HJT"
288,"animals",9,"Dove",27.30882353,5.35294118,NA,"HJT"
288,"animals",10,"Alligator",28.61764706,1.30882353,NA,"HJT"
288,"animals",11,"Preying Mantis",30.92647059,2.30882353,NA,"HJT"
288,"animals",12,"Toucan",36.97058824,6.04411765,NA,"HJT"
288,"animals",13,"Owl",39.64705882,2.67647058,NA,"HJT"
288,"animals",14,"Pigeon",43.29411765,3.64705883,NA,"HJT"
288,"animals",15,"Giraffe",48.95588235,5.66176470000001,NA,"HJT"
288,"animals",16,"Hawk",59.30882353,10.35294118,NA,"HJT"
288,"animals",17,"Tiger",69.97058824,10.66176471,NA,"HJT"
288,"animals",18,"Elephant",70.61764706,0.647058819999998,NA,"HJT"
288,"animals",19,"Rat",76.64705882,6.02941176,NA,"HJT"
288,"animals",20,"Mouse",78.97058824,2.32352942,NA,"HJT"
288,"animals",21,"Bear",85.30882353,6.33823529,NA,"HJT"
288,"animals",22,"Deer",86.30882353,1,NA,"HJT"
288,"animals",23,"Moose",86.97058824,0.66176471,NA,"HJT"
288,"animals",24,"Beaver",90.63235294,3.66176470000001,NA,"HJT"
288,"animals",25,"Dog",94.64705882,4.01470587999999,NA,"HJT"
288,"animals",26,"Cat",95.64705882,1,NA,"HJT"
288,"animals",27,"Iguana",100.6323529,4.98529408,NA,"HJT"
288,"animals",28,"Ferret",103.6323529,3,NA,"HJT"
288,"animals",29,"Pig",108.6470588,5.0147059,NA,"HJT"
288,"animals",30,"Chicken",109.2941176,0.647058800000011,NA,"HJT"
288,"animals",31,"Rooster",112.9558824,3.66176479999999,NA,"HJT"
288,"animals",32,"Cow",115.6470588,2.6911764,NA,"HJT"
288,"animals",33,"Lama",117.3088235,1.66176470000001,NA,"HJT"
288,"animals",34,"Rabbit",125.6323529,8.3235294,NA,"HJT"
288,"animals",35,"Gazelle",135.2941176,9.66176469999999,NA,"HJT"
288,"animals",36,"Antelope",136.9558824,1.66176480000001,NA,"HJT"
288,"animals",37,"Snake",146.9705882,10.0147058,NA,"HJT"
288,"animals",38,"Salamander",149.2794118,2.30882359999998,NA,"HJT"
288,"animals",39,"Newt",152.3088235,3.0294117,NA,"HJT"
288,"animals",40,"Ant",153.6470588,1.33823530000001,NA,"HJT"
288,"animals",41,"Flies",155.9705882,2.32352940000001,NA,"HJT"
288,"animals",42,"Gnat",160.6470588,4.67647059999999,NA,"HJT"
288,"animals",43,"Mosquito",160.9558824,0.308823600000011,NA,"HJT"
288,"animals",44,"Bees",165.3088235,4.35294109999998,NA,"HJT"
288,"animals",45,"Lady Bugs",166.6176471,1.30882360000001,NA,"HJT"
288,"animals",46,"Aardvark",174.2941176,7.67647049999999,NA,"HJT"
288,"animals",47,"Ant Eater",176.6176471,2.32352950000001,NA,"HJT"
297,"animals",1,"Dog",-0.117647059,-0.117647059,NA,"HJT"
297,"animals",2,"Cat",1.882352941,2,NA,"HJT"
297,"animals",3,"Fish",2.602941176,0.720588235,NA,"HJT"
297,"animals",4,"Monkey",5.044117647,2.441176471,NA,"HJT"
297,"animals",5,"Cow",6.882352941,1.838235294,NA,"HJT"
297,"animals",6,"Hippo",8.323529412,1.441176471,NA,"HJT"
297,"animals",7,"Pigs",10.60294118,2.279411768,NA,"HJT"
297,"animals",8,"Hogs",12.60294118,2,NA,"HJT"
297,"animals",9,"Squirrel",18.48529412,5.88235294,NA,"HJT"
297,"animals",10,"Flying Squirrel",20.52941176,2.04411764,NA,"HJT"
297,"animals",11,"Dolphin",30.76470588,10.23529412,NA,"HJT"
297,"animals",12,"Sand Dollar",30.64705882,-0.117647059999999,NA,"HJT"
297,"animals",13,"Snakes",35.04411765,4.39705883,NA,"HJT"
297,"animals",14,"Snails",36.04411765,1,NA,"HJT"
297,"animals",15,"Slugs",37.32352941,1.27941176,NA,"HJT"
297,"animals",16,"Raccoons",39.20588235,1.88235294,NA,"HJT"
297,"animals",17,"Chipmunks",41.20588235,2,NA,"HJT"
297,"animals",18,"Skunks",44.04411765,2.83823529999999,NA,"HJT"
297,"animals",19,"Kangaroos",46.20588235,2.16176470000001,NA,"HJT"
297,"animals",20,"Koala Bears",52.64705882,6.44117647,NA,"HJT"
297,"animals",21,"Ferret",62.04411765,9.39705883,NA,"HJT"
297,"animals",22,"Tiger",70.32352941,8.27941176000001,NA,"HJT"
297,"animals",23,"Lion",72.32352941,2,NA,"HJT"
297,"animals",24,"Bear",74.32352941,2,NA,"HJT"
297,"animals",25,"Cheetah",77.76470588,3.44117646999999,NA,"HJT"
297,"animals",26,"Polar Bear",80.92647059,3.16176471,NA,"HJT"
297,"animals",27,"Brown Bear",84.92647059,4,NA,"HJT"
297,"animals",28,"Jack Rabbit",110.6470588,25.72058821,NA,"HJT"
297,"animals",29,"Rabbit",113.7647059,3.1176471,NA,"HJT"
297,"animals",30,"Bunny",115.3235294,1.5588235,NA,"HJT"
297,"animals",31,"Penguin",118.7647059,3.4411765,NA,"HJT"
297,"animals",32,"Iguana",123.0441176,4.27941170000001,NA,"HJT"
297,"animals",33,"Lizard",124.0441176,1,NA,"HJT"
297,"animals",34,"Mosquito",125.2058824,1.16176479999999,NA,"HJT"
297,"animals",35,"Bee",128.8823529,3.67647050000001,NA,"HJT"
297,"animals",36,"Yellow Jacket",130.0882353,1.20588240000001,NA,"HJT"
297,"animals",37,"Ant",135.8823529,5.79411759999999,NA,"HJT"
297,"animals",38,"Rattle Snake",140.3676471,4.4852942,NA,"HJT"
297,"animals",39,"Ostrich",143.7647059,3.3970588,NA,"HJT"
297,"animals",40,"Lemur",150.3235294,6.55882350000002,NA,"HJT"
297,"animals",41,"Emu",156.8823529,6.55882349999999,NA,"HJT"
297,"animals",42,"Shark",159.3235294,2.44117650000001,NA,"HJT"
297,"animals",43,"Clownfish",160.2058824,0.882352999999995,NA,"HJT"
297,"animals",44,"Catfish",163.7647059,3.55882349999999,NA,"HJT"
297,"animals",45,"Tarantula",167.2058824,3.44117650000001,NA,"HJT"
297,"animals",46,"Spider",170.0441176,2.83823519999999,NA,"HJT"
297,"animals",47,"Turtle",176.0441176,6,NA,"HJT"
297,"animals",48,"Parakeet",177.4852941,1.44117650000001,NA,"HJT"
386,"animals",1,"Deer",2.647058824,2.647058824,NA,"HJT"
386,"animals",2,"Bear",4.647058824,2,NA,"HJT"
386,"animals",3,"Dog",7.117647059,2.470588235,NA,"HJT"
386,"animals",4,"Cat",9.117647059,2,NA,"HJT"
386,"animals",5,"Pigeon",10.17647059,1.058823531,NA,"HJT"
386,"animals",6,"Bird",19.64705882,9.47058823,NA,"HJT"
386,"animals",7,"Hamster",23.23529412,3.5882353,NA,"HJT"
386,"animals",8,"Guinea Pig",39.82352941,16.58823529,NA,"HJT"
386,"animals",9,"Turtle",45.70588235,5.88235294,NA,"HJT"
386,"animals",10,"Frog",49.64705882,3.94117647,NA,"HJT"
386,"animals",11,"Worm",52.64705882,3,NA,"HJT"
386,"animals",12,"Fish",59.64705882,7,NA,"HJT"
386,"animals",13,"Trout",63.17647059,3.52941177,NA,"HJT"
386,"animals",14,"Sheep",70.17647059,6.99999999999999,NA,"HJT"
386,"animals",15,"Goat",73.64705882,3.47058823,NA,"HJT"
386,"animals",16,"Donkey",75.70588235,2.05882353,NA,"HJT"
386,"animals",17,"Horse",78.17647059,2.47058824,NA,"HJT"
386,"animals",18,"Cow",85.11764706,6.94117647,NA,"HJT"
386,"animals",19,"Ostrich",92.23529412,7.11764706000001,NA,"HJT"
386,"animals",20,"Peacock",97.23529412,5,NA,"HJT"
386,"animals",21,"Ground Hog",107.8235294,10.58823528,NA,"HJT"
386,"animals",22,"Prairie Dog",117.8235294,10,NA,"HJT"
386,"animals",23,"Bison",133.1764706,15.3529412,NA,"HJT"
386,"animals",24,"Buffalo",135.2352941,2.05882350000002,NA,"HJT"
386,"animals",25,"Giraffe",139.2352941,4,NA,"HJT"
386,"animals",26,"Zebra",144.1764706,4.94117649999998,NA,"HJT"
386,"animals",27,"Elephant",146.7647059,2.58823530000001,NA,"HJT"
386,"animals",28,"Monkey",151.7058824,4.94117650000001,NA,"HJT"
386,"animals",29,"Alligator",154.7647059,3.05882349999999,NA,"HJT"
386,"animals",30,"Crocodile",158.2941176,3.5294117,NA,"HJT"
386,"animals",31,"Snake",166.1764706,7.882353,NA,"HJT"
386,"animals",32,"Spider",168.7058824,2.52941180000002,NA,"HJT"
386,"animals",33,"Mice",171.6470588,2.94117639999999,NA,"HJT"
386,"animals",34,"Rat",174.1176471,2.4705883,NA,"HJT"
386,"animals",35,"Bat",182.1176471,8,NA,"HJT"
391,"animals",1,"Dog",2.588235294,2.588235294,NA,"HJT"
391,"animals",2,"Cat",4.588235294,2,NA,"HJT"
391,"animals",3,"Bird",6.235294118,1.647058824,NA,"HJT"
391,"animals",4,"Lion",9.235294118,3,NA,"HJT"
391,"animals",5,"Tiger",10.88235294,1.647058822,NA,"HJT"
391,"animals",6,"Monkey",12.52941176,1.64705882,NA,"HJT"
391,"animals",7,"Ape",16.58823529,4.05882353,NA,"HJT"
391,"animals",8,"Wolf",18.23529412,1.64705883,NA,"HJT"
391,"animals",9,"Deer",20.23529412,2,NA,"HJT"
391,"animals",10,"Squirrel",22.82352941,2.58823529,NA,"HJT"
391,"animals",11,"Chipmunk",25.82352941,3,NA,"HJT"
391,"animals",12,"Bear",51.23529412,25.41176471,NA,"HJT"
391,"animals",13,"Zebra",59.88235294,8.64705882,NA,"HJT"
391,"animals",14,"Giraffe",62.17647059,2.29411765,NA,"HJT"
391,"animals",15,"Alligator",66.47058824,4.29411765,NA,"HJT"
391,"animals",16,"Crocodile",70.47058824,4,NA,"HJT"
391,"animals",17,"Cheetah",94.17647059,23.70588235,NA,"HJT"
391,"animals",18,"Jaguar",99.52941176,5.35294117000001,NA,"HJT"
391,"animals",19,"Cougar",104.5294118,5.00000004,NA,"HJT"
391,"animals",20,"Cayote",109.5294118,5,NA,"HJT"
391,"animals",21,"Snake",138.8823529,29.3529411,NA,"HJT"
391,"animals",22,"Lizard",142.5294118,3.64705889999999,NA,"HJT"
391,"animals",23,"Hippopotamus",162.4117647,19.8823529,NA,"HJT"
391,"animals",24,"Rhinoceros",174.7647059,12.3529412,NA,"HJT"
393,"animals",1,"Bears",2.147058824,2.147058824,NA,"HJT"
393,"animals",2,"Cat",3.838235294,1.69117647,NA,"HJT"
393,"animals",3,"Dogs",5.147058824,1.30882353,NA,"HJT"
393,"animals",4,"Tiger",7.147058824,2,NA,"HJT"
393,"animals",5,"Lion",9.147058824,2,NA,"HJT"
393,"animals",6,"Monkey",10.52941176,1.382352936,NA,"HJT"
393,"animals",7,"Giraffe",12.22058824,1.69117648,NA,"HJT"
393,"animals",8,"Elephant",15.22058824,3,NA,"HJT"
393,"animals",9,"Turtle",17.83823529,2.61764705,NA,"HJT"
393,"animals",10,"Fox",19.76470588,1.92647059,NA,"HJT"
393,"animals",11,"Squirrel",21.22058824,1.45588236,NA,"HJT"
393,"animals",12,"Chipmunk",25.22058824,4,NA,"HJT"
393,"animals",13,"Deer",33.45588235,8.23529411,NA,"HJT"
393,"animals",14,"Rabbit",37.83823529,4.38235294,NA,"HJT"
393,"animals",15,"Bird",42.45588235,4.61764706,NA,"HJT"
393,"animals",16,"Fish",45.45588235,3,NA,"HJT"
393,"animals",17,"Dolphin",53.52941176,8.07352941,NA,"HJT"
393,"animals",18,"Shark",55.83823529,2.30882353,NA,"HJT"
393,"animals",19,"Racoon",63.83823529,8,NA,"HJT"
393,"animals",20,"Snake",77.14705882,13.30882353,NA,"HJT"
393,"animals",21,"Hippo",84.14705882,7,NA,"HJT"
393,"animals",22,"Otter",87.14705882,3,NA,"HJT"
393,"animals",23,"Horse",112.1470588,24.99999998,NA,"HJT"
393,"animals",24,"Cow",116.7647059,4.6176471,NA,"HJT"
393,"animals",25,"Ground Hog",121.6029412,4.83823530000001,NA,"HJT"
393,"animals",26,"Pig",124.7647059,3.16176469999999,NA,"HJT"
393,"animals",27,"Mouse",184.1470588,59.3823529,NA,"HJT"
475,"animals",1,"Monkey",0.455882353,0.455882353,NA,"HJT"
475,"animals",2,"Dog",2.117647059,1.661764706,NA,"HJT"
475,"animals",3,"Cat",3.117647059,1,NA,"HJT"
475,"animals",4,"Bird",3.897058824,0.779411765,NA,"HJT"
475,"animals",5,"Lion",5.897058824,2,NA,"HJT"
475,"animals",6,"Giraffe",7.235294118,1.338235294,NA,"HJT"
475,"animals",7,"Pig",10.11764706,2.882352942,NA,"HJT"
475,"animals",8,"Cow",11.11764706,1,NA,"HJT"
475,"animals",9,"Cat",12.11764706,1,NA,"HJT"
475,"animals",10,"Seagull",14.23529412,2.11764706,NA,"HJT"
475,"animals",11,"Fish",17.89705882,3.6617647,NA,"HJT"
475,"animals",12,"Whale",20.67647059,2.77941177,NA,"HJT"
475,"animals",13,"Shark",22.45588235,1.77941176,NA,"HJT"
475,"animals",15,"Rat",28.11764706,3.44117647,NA,"HJT"
475,"animals",16,"Mouse",27.67647059,-0.441176469999998,NA,"HJT"
475,"animals",18,"Worm",30.89705882,2.22058823,NA,"HJT"
475,"animals",19,"Snake",35.67647059,4.77941177,NA,"HJT"
475,"animals",20,"Spider",37.45588235,1.77941176,NA,"HJT"
475,"animals",21,"Octopus",43.23529412,5.77941177,NA,"HJT"
475,"animals",22,"Seal",50.89705882,7.6617647,NA,"HJT"
475,"animals",23,"Dolphin",53.23529412,2.3382353,NA,"HJT"
475,"animals",24,"Hawk",56.89705882,3.6617647,NA,"HJT"
475,"animals",25,"Dinosaur",67.01470588,10.11764706,NA,"HJT"
475,"animals",26,"Duck",77.89705882,10.88235294,NA,"HJT"
475,"animals",27,"Quail",82.67647059,4.77941177,NA,"HJT"
475,"animals",28,"Gerbil",88.45588235,5.77941176,NA,"HJT"
475,"animals",29,"Hamster",90.23529412,1.77941177000001,NA,"HJT"
475,"animals",30,"Turtle",94.45588235,4.22058822999999,NA,"HJT"
475,"animals",31,"Frog",95.89705882,1.44117647,NA,"HJT"
475,"animals",32,"Alligator",96.79411765,0.897058830000006,NA,"HJT"
475,"animals",33,"Crocodile",98.57352941,1.77941176,NA,"HJT"
475,"animals",34,"Bear",114.8970588,16.32352939,NA,"HJT"
475,"animals",35,"Fox",117.1176471,2.2205883,NA,"HJT"
475,"animals",36,"Wolf",118.8970588,1.7794117,NA,"HJT"
475,"animals",37,"Rabbit",121.4558824,2.5588236,NA,"HJT"
475,"animals",38,"Zebra",125.6764706,4.22058820000001,NA,"HJT"
475,"animals",39,"Horse",134.6764706,8.99999999999999,NA,"HJT"
475,"animals",40,"Hyena",143.6764706,9,NA,"HJT"
475,"animals",41,"Tiger",146.6764706,3,NA,"HJT"
475,"animals",42,"Elephant",150.0147059,3.33823530000001,NA,"HJT"
475,"animals",43,"Chicken",156.2352941,6.22058820000001,NA,"HJT"
475,"animals",44,"Opossum",161.0147059,4.77941179999999,NA,"HJT"
475,"animals",45,"Yak",173.1176471,12.1029412,NA,"HJT"
475,"animals",46,"Tarantula",179.7941176,6.67647049999999,NA,"HJT"
479,"animals",1,"Cat",0.705882353,0.705882353,NA,"HJT"
479,"animals",2,"Dog",2.705882353,2,NA,"HJT"
479,"animals",3,"Elephant",4.088235294,1.382352941,NA,"HJT"
479,"animals",4,"Giraffe",6.411764706,2.323529412,NA,"HJT"
479,"animals",5,"Monkey",9.735294118,3.323529412,NA,"HJT"
479,"animals",6,"Gorilla",12.41176471,2.676470592,NA,"HJT"
479,"animals",7,"Ape",14.70588235,2.29411764,NA,"HJT"
479,"animals",8,"Chimpanzee",16.44117647,1.73529412,NA,"HJT"
479,"animals",9,"Penguin",21.41176471,4.97058824,NA,"HJT"
479,"animals",10,"Antelope",24.08823529,2.67647058,NA,"HJT"
479,"animals",11,"Lion",28.05882353,3.97058824,NA,"HJT"
479,"animals",12,"Tiger",31.05882353,3,NA,"HJT"
479,"animals",13,"Grizzly Bear",32.79411765,1.73529412,NA,"HJT"
479,"animals",14,"Black Bear",37.44117647,4.64705882,NA,"HJT"
479,"animals",15,"Seal",41.38235294,3.94117647,NA,"HJT"
479,"animals",16,"Walrus",43.73529412,2.35294118,NA,"HJT"
479,"animals",17,"Flamingo",49.08823529,5.35294117,NA,"HJT"
479,"animals",18,"Peacock",54.41176471,5.32352942,NA,"HJT"
479,"animals",19,"Squirrel",58.08823529,3.67647058,NA,"HJT"
479,"animals",20,"Chipmunk",63.08823529,5,NA,"HJT"
479,"animals",21,"Fish",69.38235294,6.29411765,NA,"HJT"
479,"animals",22,"Star Fish",70.76470588,1.38235293999999,NA,"HJT"
479,"animals",23,"Sea Horse",72.76470588,2,NA,"HJT"
479,"animals",24,"Shark",80.05882353,7.29411765,NA,"HJT"
479,"animals",25,"Killer Whale",82.79411765,2.73529412000001,NA,"HJT"
479,"animals",26,"Clown Fish",92.44117647,9.64705882,NA,"HJT"
479,"animals",27,"Dalmatian",101.7647059,9.32352942999999,NA,"HJT"
479,"animals",28,"Sparrow",107.4117647,5.64705880000001,NA,"HJT"
479,"animals",29,"Eagle",111.0588235,3.6470588,NA,"HJT"
479,"animals",30,"Egret",115.0588235,4,NA,"HJT"
479,"animals",31,"Blue Footed Booby",118.1764706,3.1176471,NA,"HJT"
479,"animals",32,"Muskrat",130.4117647,12.2352941,NA,"HJT"
479,"animals",33,"Possum",133.7352941,3.32352940000001,NA,"HJT"
479,"animals",34,"Mole",137.3823529,3.6470588,NA,"HJT"
479,"animals",35,"Raccoon",139.4117647,2.02941179999999,NA,"HJT"
479,"animals",36,"Geese",142.0588235,2.6470588,NA,"HJT"
479,"animals",37,"Ducks",145.0588235,3,NA,"HJT"
479,"animals",38,"Gulls",147.0588235,2,NA,"HJT"
479,"animals",39,"Cow",154.7058824,7.64705890000002,NA,"HJT"
